"","key","state","city","population","fips_code","latitude","longitude","area","urban_area","date","retail_traffic","density_log"
"776","US_MT_30013","MT","Cascade County",81633,30013,47.31,-111.35,7023,NA,2020-10-04,-3,1.06534308863079
"777","US_MT_30111","MT","Yellowstone County",159266,30111,45.94,-108.27,6861,NA,2020-10-04,-3,1.36573565347163
"778","US_NC_37037","NC","Chatham County",71189,37037,35.7,-79.26,1836,NA,2020-10-04,-3,1.58854021553052
"779","US_NC_37069","NC","Franklin County",66155,37069,36.08,-78.28,1281,NA,2020-10-04,-3,1.71301354402974
"780","US_ND_38059","ND","Morton County",30938,38059,46.72,-101.28,5038,NA,2020-10-04,-3,0.78823407195955
"781","US_NJ_34019","NJ","Hunterdon County",124712,34019,40.57,-74.92,1134,NA,2020-10-04,-3,2.04129518948335
"782","US_NM_35055","NM","Taos County",32790,35055,36.57,-105.63,5710,NA,2020-10-04,-3,0.759105308423517
"783","US_NY_36071","NY","Orange County",379758,36071,41.4,-74.31,2172,NA,2020-10-04,-3,2.24264711058249
"784","US_OH_39039","OH","Defiance County",38156,39039,41.32,-84.49,1073,NA,2020-10-04,-3,1.55096311814941
"785","US_OH_39051","OH","Fulton County",42265,39051,41.6,-84.12,1055,NA,2020-10-04,-3,1.60272841367796
"786","US_OH_39101","OH","Marion County",65076,39101,40.59,-83.16,1047,NA,2020-10-04,-3,1.79347416880424
"787","US_OH_39155","OH","Trumbull County",200281,39155,41.32,-80.76,1644,NA,2020-10-04,-3,2.08573793795402
"788","US_TN_47043","TN","Dickson County",52774,47043,36.15,-87.36,1272,NA,2020-10-04,-3,1.61793290141867
"789","US_TX_48291","TX","Liberty County",83597,48291,30.15,-94.81,3046,NA,2020-10-04,-3,1.43846079342914
"790","US_TX_48409","TX","San Patricio County",67210,48409,28.01,-97.52,1833,NA,2020-10-04,-3,1.56427143043856
"791","US_VA_51089","VA","Henry County",51346,51089,36.67,-79.88,996,NA,2020-10-04,-3,1.71224727804725
"792","US_VT_50021","VT","Rutland County",59006,50021,43.595081,-73.053062,2447,NA,2020-10-04,-3,1.38226220558533
"793","US_WA_53015","WA","Cowlitz County",106805,53015,46.19,-122.68,3021,NA,2020-10-04,-3,1.548440859082
"794","US_WI_55039","WI","Fond du Lac County",102417,55039,43.76,-88.49,1983,NA,2020-10-04,-3,1.71304933612018
"795","US_WI_55097","WI","Portage County",70565,55097,44.48,-89.5,2131,NA,2020-10-04,-3,1.52000589615497
"796","US_WV_54069","WV","Ohio County",42001,54069,40.1,-80.62,282,NA,2020-10-04,-3,2.17301052230025
"797","US_WV_54107","WV","Wood County",85060,54107,39.21,-81.51,377,NA,2020-10-04,-3,2.35338402817221
"798","US_AL_01003","AL","Baldwin County",212521,1003,30.733056,-87.720278,5250,NA,2020-10-04,-2,1.60724254737334
"799","US_AR_05007","AR","Benton County",266585,5007,36.352222,-94.234167,2280,NA,2020-10-04,-2,2.06790086221655
"800","US_AR_05145","AR","White County",78844,5145,35.255833,-91.734722,2700,NA,2020-10-04,-2,1.46540488510977
"801","US_AZ_04025","AZ","Yavapai County",228082,4025,34.561389,-112.54,21051,NA,2020-10-04,-2,1.03481828130071
"802","US_CA_06109","CA","Tuolumne County",53976,6109,38.02,-119.94,5891,NA,2020-10-04,-2,0.962011674411245
"803","US_CO_08087","CO","Morgan County",28295,8087,40.26,-103.81,3351,NA,2020-10-04,-2,0.926535270436075
"804","US_GA_13047","GA","Catoosa County",66495,13047,34.9,-85.14,421,NA,2020-10-04,-2,2.19850689451935
"805","US_GA_13175","GA","Laurens County",47376,13175,32.46,-82.93,2120,NA,2020-10-04,-2,1.34922252911647
"806","US_GA_13177","GA","Lee County",29410,13177,31.78,-84.14,938,NA,2020-10-04,-2,1.496292186128
"807","US_IA_19153","IA","Polk County",480487,19153,41.685,-93.570278,1533,NA,2020-10-04,-2,2.4961394870885
"808","US_IL_17049","IL","Effingham County",34123,17049,39.06,-88.59,1243,NA,2020-10-04,-2,1.43857607750481
"809","US_IL_17091","IL","Kankakee County",110540,17091,41.14,-87.86,1765,NA,2020-10-04,-2,1.79677475052191
"810","US_IL_17199","IL","Williamson County",67049,17199,37.73,-88.93,444,NA,2020-10-04,-2,2.17900933485122
"811","US_IN_18023","IN","Clinton County",32195,18023,40.3,-86.48,1050,NA,2020-10-04,-2,1.4865991303582
"812","US_IN_18067","IN","Howard County",82210,18067,40.48,-86.12,761,NA,2020-10-04,-2,2.03353999143458
"813","US_IN_18127","IN","Porter County",168495,18127,41.51,-87.07,1351,NA,2020-10-04,-2,2.09593166891751
"814","US_KS_20173","KS","Sedgwick County",513176,20173,37.7167,-97.45,2614,NA,2020-10-04,-2,2.29296075403106
"815","US_KY_21047","KY","Christian County",71024,21047,36.9,-87.49,1875,NA,2020-10-04,-2,1.57840385561755
"816","US_KY_21151","KY","Madison County",91170,21151,37.72,-84.28,1148,NA,2020-10-04,-2,1.89991006673765
"817","US_KY_21213","KY","Simpson County",18046,21213,36.74,-86.58,612,NA,2020-10-04,-2,1.46962953088608
"818","US_KY_21227","KY","Warren County",129074,21227,36.99,-86.42,548,NA,2020-10-04,-2,2.37205821055417
"819","US_MD_24001","MD","Allegany County",71352,24001,39.63,-78.69,1113,NA,2020-10-04,-2,1.80691098658184
"820","US_MI_26061","MI","Houghton County",36198,26061,46.98,-88.65,3889,NA,2020-10-04,-2,0.968846632552588
"821","US_MI_26073","MI","Isabella County",71077,26073,43.65,-84.84,1496,NA,2020-10-04,-2,1.67679749540025
"822","US_MI_26155","MI","Shiawassee County",68400,26155,42.95,-84.14,1400,NA,2020-10-04,-2,1.68892806604188
"823","US_MN_27041","MN","Douglas County",37520,27041,45.94,-95.45,1865,NA,2020-10-04,-2,1.30358399356232
"824","US_MO_29169","MO","Pulaski County",51862,29169,37.82,-92.21,1428,NA,2020-10-04,-2,1.56012105339687
"825","US_MS_28001","MS","Adams County",31462,28001,31.48,-91.35,1259,NA,2020-10-04,-2,1.39776059661411
"826","US_NC_37181","NC","Vance County",44281,37181,36.36,-78.41,699,NA,2020-10-04,-2,1.80174024426539
"827","US_NV_32510","NV","Carson City",54532,32510,39.160833,-119.753889,407,NA,2020-10-04,-2,2.12705701681362
"828","US_NY_36017","NY","Chenango County",47805,36017,42.5,-75.62,2328,NA,2020-10-04,-2,1.31249034655156
"829","US_NY_36117","NY","Wayne County",90429,36117,43.28,-77.05,3585,NA,2020-10-04,-2,1.40181856826209
"830","US_OH_39013","OH","Belmont County",68002,39013,40.02,-80.99,1402,NA,2020-10-04,-2,1.68577367225487
"831","US_OH_39081","OH","Jefferson County",66318,39081,40.38,-80.76,1064,NA,2020-10-04,-2,1.79468979244717
"832","US_OH_39135","OH","Preble County",41116,39135,39.74,-84.65,1104,NA,2020-10-04,-2,1.57104178399418
"833","US_OH_39141","OH","Ross County",77295,39141,39.33,-83.06,1795,NA,2020-10-04,-2,1.63408694860242
"834","US_OH_39165","OH","Warren County",228709,39165,39.43,-84.17,407,NA,2020-10-04,-2,2.74968884577694
"835","US_OK_40047","OK","Garfield County",61600,40047,36.38,-97.78,2745,NA,2020-10-04,-2,1.35103836337831
"836","US_OK_40137","OK","Stephens County",43340,40137,34.48,-97.86,2308,NA,2020-10-04,-2,1.27365310250011
"837","US_PA_42005","PA","Armstrong County",65991,42005,40.81,-79.46,1721,NA,2020-10-04,-2,1.58370383920127
"838","US_PA_42015","PA","Bradford County",60963,42015,41.79,-76.52,3007,NA,2020-10-04,-2,1.30693290246508
"839","US_PA_42069","PA","Lackawanna County",210451,42069,41.44,-75.61,1203,NA,2020-10-04,-2,2.24288536638615
"840","US_PA_42081","PA","Lycoming County",114012,42081,41.35,-77.06,3221,NA,2020-10-04,-2,1.54895983931951
"841","US_SC_45075","SC","Orangeburg County",87671,45075,33.44,-80.8,2922,NA,2020-10-04,-2,1.4771757486689
"842","US_SC_45091","SC","York County",266165,45091,34.97,-81.18,696,NA,2020-10-04,-2,2.5825417066963
"843","US_TX_48189","TX","Hale County",33954,48189,34.07,-101.83,2602,NA,2020-10-04,-2,1.1155836520934
"844","US_TX_48223","TX","Hopkins County",36451,48223,33.15,-95.56,2053,NA,2020-10-04,-2,1.24932049792057
"845","US_VA_51199","VA","York County",68022,51199,37.22,-76.44,215,NA,2020-10-04,-2,2.50021093710472
"846","US_VA_51820","VA","Waynesboro",22242,51820,38.069722,-78.894444,39,NA,2020-10-04,-2,2.75610922938671
"847","US_WA_53071","WA","Walla Walla County",60512,53071,46.23,-118.48,3364,NA,2020-10-04,-2,1.25498552003907
"848","US_WI_55089","WI","Ozaukee County",88443,55089,43.398475,-87.893572,2891,NA,2020-10-04,-2,1.48561537382069
"849","US_WI_55117","WI","Sheboygan County",115089,55117,43.72,-87.66,3292,NA,2020-10-04,-2,1.54357398998623
"850","US_WI_55131","WI","Washington County",134930,55131,43.37,-88.23,436,NA,2020-10-04,-2,2.49062203109235
"851","US_AL_01115","AL","St. Clair County",87926,1115,33.715833,-86.318056,1693,NA,2020-10-04,-1,1.71546035822622
"852","US_AL_01121","AL","Talladega County",80142,1121,33.383333,-86.166667,1969,NA,2020-10-04,-1,1.60961446021818
"853","US_AR_05091","AR","Miller County",43736,5091,33.327778,-93.877222,1651,NA,2020-10-04,-1,1.42309198762071
"854","US_CO_08101","CO","Pueblo County",166283,8101,38.15,-104.51,6210,NA,2020-10-04,-1,1.4277562510659
"855","US_DE_10001","DE","Kent County",176499,10001,39.1,-75.5,2072,NA,2020-10-04,-1,1.93035249805171
"856","US_FL_12039","FL","Gadsden County",45993,12039,30.58,-84.61,1369,NA,2020-10-04,-1,1.52628829022789
"857","US_FL_12063","FL","Jackson County",48289,12063,30.8,-85.21,2472,NA,2020-10-04,-1,1.29079974542427
"858","US_FL_12075","FL","Levy County",40276,12075,29.28,-82.79,3658,NA,2020-10-04,-1,1.04180263104435
"859","US_GA_13057","GA","Cherokee County",247763,13057,34.24,-84.47,1124,NA,2020-10-04,-1,2.34327013973515
"860","US_GA_13147","GA","Hart County",25710,13147,34.35,-82.96,664,NA,2020-10-04,-1,1.58793399727484
"861","US_GA_13233","GA","Polk County",41818,13233,34,-85.18,808,NA,2020-10-04,-1,1.71395189750778
"862","US_IA_19155","IA","Pottawattamie County",93416,19155,41.333333,-95.533333,2486,NA,2020-10-04,-1,1.57492014289449
"863","US_IL_17099","IL","LaSalle County",109622,17099,41.345556,-88.8425,2973,NA,2020-10-04,-1,1.56670281209483
"864","US_IN_18065","IN","Henry County",48170,18065,39.93,-85.4,1023,NA,2020-10-04,-1,1.67290101260227
"865","US_IN_18095","IN","Madison County",129418,18095,40.16,-85.72,1173,NA,2020-10-04,-1,2.04269667192208
"866","US_IN_18109","IN","Morgan County",69793,18109,39.48,-86.45,1060,NA,2020-10-04,-1,1.81850600128644
"867","US_IN_18173","IN","Warrick County",62401,18173,38.1,-87.27,391,NA,2020-10-04,-1,2.20301479207826
"868","US_IN_18183","IN","Whitley County",33722,18183,41.14,-85.5,875,NA,2020-10-04,-1,1.58590527103258
"869","US_KY_21021","KY","Boyle County",29972,21021,37.62,-84.87,474,NA,2020-10-04,-1,1.80093738225198
"870","US_KY_21199","KY","Pulaski County",64314,21199,37.1,-84.58,1754,NA,2020-10-04,-1,1.56427593227572
"871","US_LA_22105","LA","Tangipahoa Parish",132353,22105,30.63,-90.4,2132,NA,2020-10-04,-1,1.79294658939828
"872","US_ME_23001","ME","Androscoggin County",107399,23001,44.135071,-70.217667,1288,NA,2020-10-04,-1,1.92108437461066
"873","US_MI_26111","MI","Midland County",83314,26111,43.64,-84.39,1367,NA,2020-10-04,-1,1.78494947137521
"874","US_MN_27019","MN","Carver County",102118,27019,44.82,-93.8,974,NA,2020-10-04,-1,2.02054334359878
"875","US_MN_27083","MN","Lyon County",25929,27083,44.41,-95.84,1869,NA,2020-10-04,-1,1.14217646634091
"876","US_MN_27131","MN","Rice County",66196,27131,44.36,-93.3,1337,NA,2020-10-04,-1,1.69470034002647
"877","US_MN_27163","MN","Washington County",255464,27163,45.04,-92.89,423,NA,2020-10-04,-1,2.7809893406068
"878","US_MN_27171","MN","Wright County",134205,27171,45.18,-93.97,714,NA,2020-10-04,-1,2.27407048462281
"879","US_MS_28059","MS","Jackson County",142246,28059,30.46,-88.62,2702,NA,2020-10-04,-1,1.72135471806228
"880","US_MS_28067","MS","Jones County",68364,28067,31.62,-89.17,1812,NA,2020-10-04,-1,1.57666927216351
"881","US_MS_28089","MS","Madison County",104584,28089,32.63,-90.03,1922,NA,2020-10-04,-1,1.73571186483912
"882","US_MS_28149","MS","Warren County",46682,28149,32.36,-90.85,619,NA,2020-10-04,-1,1.87745880525889
"883","US_NC_37061","NC","Duplin County",58943,37061,34.94,-77.93,2121,NA,2020-10-04,-1,1.44389156768498
"884","US_NC_37151","NC","Randolph County",143037,37151,35.71,-79.81,2046,NA,2020-10-04,-1,1.84454276345497
"885","US_NC_37161","NC","Rutherford County",66529,37161,35.4,-81.92,1466,NA,2020-10-04,-1,1.65687702529266
"886","US_NC_37195","NC","Wilson County",81436,37195,35.7,-77.92,374,NA,2020-10-04,-1,2.33794483149812
"887","US_ND_38089","ND","Stark County",30291,38089,46.81,-102.66,3472,NA,2020-10-04,-1,0.940733894474922
"888","US_NY_36011","NY","Cayuga County",77457,36011,43,-76.566667,2237,NA,2020-10-04,-1,1.53939468814708
"889","US_NY_36045","NY","Jefferson County",113157,36045,43.99,-76.05,4810,NA,2020-10-04,-1,1.371536348619
"890","US_OH_39011","OH","Auglaize County",45753,39011,40.56,-84.22,1040,NA,2020-10-04,-1,1.64338623649669
"891","US_OH_39055","OH","Geauga County",93881,39055,41.5,-81.17,1057,NA,2020-10-04,-1,1.94850271965416
"892","US_OH_39065","OH","Hardin County",31329,39065,40.66,-83.66,1219,NA,2020-10-04,-1,1.40994282710523
"893","US_OR_41053","OR","Polk County",83711,41053,44.91,-123.42,1927,NA,2020-10-04,-1,1.637900815326
"894","US_OR_41059","OR","Umatilla County",77120,41059,45.375131,-118.751366,8369,NA,2020-10-04,-1,0.96449345303622
"895","US_PA_42037","PA","Columbia County",65581,42037,41.05,-76.4,1269,NA,2020-10-04,-1,1.71331641254988
"896","US_PA_42087","PA","Mifflin County",46290,42087,40.61,-77.62,1074,NA,2020-10-04,-1,1.63448289941927
"897","US_SD_46013","SD","Brown County",39290,46013,45.6,-98.35,4484,NA,2020-10-04,-1,0.942616424888871
"898","US_TN_47099","TN","Lawrence County",43388,47099,35.22,-87.39,1600,NA,2020-10-04,-1,1.43324964882884
"899","US_TX_48049","TX","Brown County",37815,48049,31.77,-99,2478,NA,2020-10-04,-1,1.18356280269208
"900","US_TX_48219","TX","Hockley County",22977,48219,33.61,-102.34,2353,NA,2020-10-04,-1,0.989671397067554
"901","US_TX_48367","TX","Parker County",133501,48367,32.78,-97.81,2357,NA,2020-10-04,-1,1.75312493630627
"902","US_TX_48401","TX","Rusk County",54213,48401,32.11,-94.76,2431,NA,2020-10-04,-1,1.3483184817779
"903","US_UT_49011","UT","Davis County",346658,49011,41.01,-112.12,1641,NA,2020-10-04,-1,2.32479264602826
"904","US_VA_51057","VA","Essex County",10969,51057,37.94,-76.95,740,NA,2020-10-04,-1,1.17093531675187
"905","US_VA_51067","VA","Franklin County",56315,51067,36.99,-79.88,1843,NA,2020-10-04,-1,1.48509875323023
"906","US_WI_55033","WI","Dunn County",44714,55033,44.95,-91.9,2238,NA,2020-10-04,-1,1.30058344028638
"907","US_WI_55127","WI","Walworth County",102850,55127,42.67,-88.54,577,NA,2020-10-04,-1,2.25102848287501
"908","US_AL_01017","AL","Chambers County",33707,1017,32.911111,-85.393889,1562,NA,2020-10-04,0,1.33403907149871
"909","US_AL_01077","AL","Lauderdale County",92564,1077,34.899167,-87.650278,1862,NA,2020-10-04,0,1.69646243702085
"910","US_AL_01109","AL","Pike County",33349,1109,31.799167,-85.938611,1741,NA,2020-10-04,0,1.2822840446167
"911","US_AR_05085","AR","Lonoke County",72778,5085,34.778056,-91.871667,2078,NA,2020-10-04,0,1.5443545734193
"912","US_AZ_04015","AZ","Mohave County",207017,4015,35.681944,-113.863056,34886,NA,2020-10-04,0,0.7733548342336
"913","US_CO_08075","CO","Logan County",22317,8075,40.73,-103.11,4778,NA,2020-10-04,0,0.669389668014185
"914","US_GA_13009","GA","Baldwin County",44963,13009,33.07,-83.25,693,NA,2020-10-04,0,1.81212204570675
"915","US_GA_13129","GA","Gordon County",57164,13129,34.5,-84.87,927,NA,2020-10-04,0,1.79004287640739
"916","US_IA_19033","IA","Cerro Gordo County",42999,19033,43.079444,-93.266944,1490,NA,2020-10-04,0,1.4602720871782
"917","US_IA_19057","IA","Des Moines County",39326,19057,40.927778,-91.183889,1113,NA,2020-10-04,0,1.54818461054511
"918","US_IL_17007","IL","Boone County",53513,17007,42.33,-88.81,730,NA,2020-10-04,0,1.86513643858178
"919","US_IL_17029","IL","Coles County",51353,17029,39.51,-88.22,1321,NA,2020-10-04,0,1.58966300218612
"920","US_IL_17095","IL","Knox County",50577,17095,40.93,-90.21,1864,NA,2020-10-04,0,1.43350715736042
"921","US_IL_17103","IL","Lee County",34540,17103,41.75,-89.3,1889,NA,2020-10-04,0,1.26209037530961
"922","US_KS_20091","KS","Johnson County",591305,20091,38.8667,-94.8667,1244,NA,2020-10-04,0,2.67699117099883
"923","US_KS_20209","KS","Wyandotte County",165087,20209,39.063611,-94.818611,403,NA,2020-10-04,0,2.6124078293594
"924","US_KY_21211","KY","Shelby County",47209,21211,38.22,-85.19,999,NA,2020-10-04,0,1.67445931290255
"925","US_MI_26147","MI","St. Clair County",159005,26147,42.93,-82.67,2167,NA,2020-10-04,0,1.86555186984508
"926","US_MN_27007","MN","Beltrami County",46477,27007,48.02,-94.92,7914,NA,2020-10-04,0,0.768842041492409
"927","US_MN_27027","MN","Clay County",63766,27027,46.9,-96.49,2727,NA,2020-10-04,0,1.36890403688767
"928","US_MN_27145","MN","Stearns County",158301,27145,45.55,-94.61,3600,NA,2020-10-04,0,1.6431811575765
"929","US_MO_29051","MO","Cole County",76632,29051,38.51,-92.28,1034,NA,2020-10-04,0,1.86988962149313
"930","US_MS_28075","MS","Lauderdale County",76309,28075,32.4,-88.66,1853,NA,2020-10-04,0,1.61470034301124
"931","US_NC_37003","NC","Alexander County",37143,37003,35.92,-81.18,682,NA,2020-10-04,0,1.73609260366026
"932","US_NC_37101","NC","Johnston County",196374,37101,35.52,-78.37,2061,NA,2020-10-04,0,1.97900599470631
"933","US_NC_37167","NC","Stanly County",61505,37167,35.31,-80.25,1047,NA,2020-10-04,0,1.76896374115581
"934","US_NC_37189","NC","Watauga County",55181,37189,36.23,-81.7,312,NA,2020-10-04,0,2.2476349725587
"935","US_NE_31153","NE","Sarpy County",181376,31153,41.11,-96.11,640,NA,2020-10-04,0,2.45239984591144
"936","US_NY_36037","NY","Genesee County",57798,36037,43,-78.19,1283,NA,2020-10-04,0,1.65368615429488
"937","US_OH_39157","OH","Tuscarawas County",92308,39157,40.45,-81.47,1480,NA,2020-10-04,0,1.79497762599169
"938","US_PA_42001","PA","Adams County",102562,42001,39.87,-77.22,1351,NA,2020-10-04,0,1.8803311321513
"939","US_PA_42051","PA","Fayette County",131309,42051,39.92,-79.65,2067,NA,2020-10-04,0,1.80295401729451
"940","US_PA_42109","PA","Snyder County",40594,42109,40.77,-77.08,860,NA,2020-10-04,0,1.67396339614016
"941","US_PA_42129","PA","Westmoreland County",352006,42129,40.31,-79.47,1036,NA,2020-10-04,0,2.53119031075268
"942","US_SC_45023","SC","Chester County",32299,45023,34.69,-81.16,1518,NA,2020-10-04,0,1.32791730491391
"943","US_SC_45055","SC","Kershaw County",65213,45055,34.34,-80.59,1916,NA,2020-10-04,0,1.53193867481591
"944","US_TN_47031","TN","Coffee County",55016,47031,35.49,-86.07,1125,NA,2020-10-04,0,1.68933648888658
"945","US_TN_47131","TN","Obion County",30375,47131,36.36,-89.15,1438,NA,2020-10-04,0,1.3247574005595
"946","US_TN_47189","TN","Wilson County",136691,47189,36.16,-86.3,583,NA,2020-10-04,0,2.37007136596089
"947","US_TX_48361","TX","Orange County",84971,48361,30.13,-93.89,983,NA,2020-10-04,0,1.93671721154164
"948","US_TX_48477","TX","Washington County",34861,48477,30.21,-96.41,1609,NA,2020-10-04,0,1.33578379674301
"949","US_VT_50023","VT","Washington County",58253,50023,44.249287,-72.580894,695,NA,2020-10-04,0,1.92333349162977
"950","US_WI_55059","WI","Kenosha County",168356,55059,42.58,-87.81,1954,NA,2020-10-04,0,1.93530403933635
"951","US_AL_01033","AL","Colbert County",54695,1033,34.676667,-87.817222,1615,NA,2020-10-04,1,1.52977510000159
"952","US_AL_01123","AL","Tallapoosa County",40613,1123,32.861389,-85.797222,1985,NA,2020-10-04,1,1.31090456002902
"953","US_AL_01127","AL","Walker County",63895,1127,33.803611,-87.297778,2086,NA,2020-10-04,1,1.48615257038448
"954","US_CA_06021","CA","Glenn County",27926,6021,39.59,-122.39,3437,NA,2020-10-04,1,0.909829201546787
"955","US_GA_13261","GA","Sumter County",29901,13261,32.04,-84.2,1276,NA,2020-10-04,1,1.36983503859546
"956","US_GA_13299","GA","Ware County",35668,13299,31.05,-82.42,908,NA,2020-10-04,1,1.59419290944874
"957","US_IA_19049","IA","Dallas County",87208,19049,41.682778,-94.035,1533,NA,2020-10-04,1,1.75501417178107
"958","US_IA_19193","IA","Woodbury County",102132,19193,42.391389,-96.050833,878,NA,2020-10-04,1,2.06566732065704
"959","US_IL_17183","IL","Vermilion County",77689,17183,40.18,-87.74,2337,NA,2020-10-04,1,1.5217008189249
"960","US_IN_18051","IN","Gibson County",33721,18051,38.31,-87.58,1293,NA,2020-10-04,1,1.41630192031437
"961","US_KS_20037","KS","Crawford County",38925,20037,37.5167,-94.85,1541,NA,2020-10-04,1,1.40242598252174
"962","US_KS_20055","KS","Finney County",36720,20055,37.960556,-100.855833,3374,NA,2020-10-04,1,1.0367575942761
"963","US_KS_20103","KS","Leavenworth County",81109,20103,39.268611,-95.125556,1213,NA,2020-10-04,1,1.82520824611245
"964","US_KS_20111","KS","Lyon County",33257,20111,38.45,-96.15,2215,NA,2020-10-04,1,1.17650933987437
"965","US_KY_21083","KY","Graves County",37190,21083,36.72,-88.65,1441,NA,2020-10-04,1,1.41176219754498
"966","US_KY_21209","KY","Scott County",54782,21209,38.3,-84.58,739,NA,2020-10-04,1,1.86999344518409
"967","US_MO_29161","MO","Phelps County",44551,29161,37.88,-91.79,1746,NA,2020-10-04,1,1.40681321736715
"968","US_NC_37045","NC","Cleveland County",97134,37045,35.34,-81.56,1214,NA,2020-10-04,1,1.9031525867094
"969","US_NC_37077","NC","Granville County",59372,37077,36.3,-78.66,1390,NA,2020-10-04,1,1.63056687852431
"970","US_NC_37171","NC","Surry County",72107,37171,36.508056,-80.833333,1393,NA,2020-10-04,1,1.71402631076158
"971","US_ND_38015","ND","Burleigh County",95247,38015,46.98,-100.47,4320,NA,2020-10-04,1,1.34336755875097
"972","US_NE_31019","NE","Buffalo County",49350,31019,40.86,-99.07,2526,NA,2020-10-04,1,1.29085381078634
"973","US_OR_41029","OR","Jackson County",216746,41029,42.42,-122.74,7257,NA,2020-10-04,1,1.47519396833103
"974","US_SC_45021","SC","Cherokee County",56913,45021,35.05,-81.62,1029,NA,2020-10-04,1,1.74279610399483
"975","US_TN_47117","TN","Marshall County",33020,47117,35.47,-86.77,974,NA,2020-10-04,1,1.53021811204816
"976","US_TX_48265","TX","Kerr County",51892,48265,30.06,-99.35,2869,NA,2020-10-04,1,1.25736986116978
"977","US_VA_51031","VA","Campbell County",55326,51031,37.21,-79.09,1314,NA,2020-10-04,1,1.62433390718226
"978","US_VA_51083","VA","Halifax County",34575,51083,36.77,-78.94,2149,NA,2020-10-04,1,1.2065257732899
"979","US_VA_51145","VA","Powhatan County",28716,51145,37.55,-77.92,680,NA,2020-10-04,1,1.62561503195483
"980","US_VA_51197","VA","Wythe County",28829,51197,36.92,-81.09,465,NA,2020-10-04,1,1.79237662525913
"981","US_WA_53029","WA","Island County",83250,53029,48.15,-122.58,1340,NA,2020-10-04,1,1.79327944381355
"982","US_WA_53045","WA","Mason County",63740,53045,47.35,-123.18,2722,NA,2020-10-04,1,1.3695239382704
"983","US_WI_55045","WI","Green County",36877,55045,42.68,-89.6,1514,NA,2020-10-04,1,1.38662970813836
"984","US_WI_55081","WI","Monroe County",45715,55081,43.95,-90.62,2352,NA,2020-10-04,1,1.28862140669981
"985","US_AL_01049","AL","DeKalb County",71437,1049,34.457222,-85.806667,2017,NA,2020-10-04,2,1.54921730983454
"986","US_FL_12003","FL","Baker County",28254,12003,30.32,-82.27,1525,NA,2020-10-04,2,1.26781009714356
"987","US_FL_12113","FL","Santa Rosa County",174049,12113,30.7,-87.02,3040,NA,2020-10-04,2,1.75779794877611
"988","US_IA_19045","IA","Clinton County",46874,19045,41.892778,-90.5275,1839,NA,2020-10-04,2,1.40635028644992
"989","US_KY_21019","KY","Boyd County",47808,21019,38.36,-82.69,419,NA,2020-10-04,2,2.05728655283299
"990","US_LA_22011","LA","Beauregard Parish",36847,22011,30.65,-93.34,3020,NA,2020-10-04,2,1.08639519139577
"991","US_LA_22113","LA","Vermilion Parish",59936,22113,29.81,-92.31,3984,NA,2020-10-04,2,1.17736842594348
"992","US_MI_26021","MI","Berrien County",154128,26021,41.94,-86.59,4096,NA,2020-10-04,2,1.57552159497432
"993","US_MO_29021","MO","Buchanan County",88660,29021,39.67,-94.81,1074,NA,2020-10-04,2,1.91672344559978
"994","US_MO_29187","MO","St. Francois County",66674,29187,37.781944,-90.422222,1172,NA,2020-10-04,2,1.75502889902797
"995","US_NC_37169","NC","Stokes County",45724,37169,36.41,-80.23,1181,NA,2020-10-04,2,1.58789431846537
"996","US_ND_38101","ND","Ward County",68516,38101,48.22,-101.55,2056,NA,2020-10-04,2,1.52276889037077
"997","US_NY_36077","NY","Otsego County",59920,36077,42.63,-75.04,2597,NA,2020-10-04,2,1.36309985506211
"998","US_NY_36105","NY","Sullivan County",74994,36105,41.72,-74.76,2582,NA,2020-10-04,2,1.46307028051293
"999","US_OH_39083","OH","Knox County",61271,39083,40.383333,-82.466667,1371,NA,2020-10-04,2,1.65021751369223
"1000","US_OH_39149","OH","Shelby County",48738,39149,40.33,-84.2,1065,NA,2020-10-04,2,1.66051809584323
"1001","US_OH_39171","OH","Williams County",36707,39171,41.56,-84.58,423,NA,2020-10-04,2,1.93840852443798
"1002","US_OK_40131","OK","Rogers County",91435,40131,36.37,-95.6,1843,NA,2020-10-04,2,1.69558713400782
"1003","US_OK_40147","OK","Washington County",51996,40147,36.747206,-95.980597,424,NA,2020-10-04,2,2.08860407848927
"1004","US_PA_42011","PA","Berks County",417511,42011,40.42,-75.93,2242,NA,2020-10-04,2,2.27003231389927
"1005","US_PA_42013","PA","Blair County",123147,42013,40.47,-78.35,1365,NA,2020-10-04,2,1.95529118502315
"1006","US_PA_42021","PA","Cambria County",132960,42021,40.49,-78.72,1796,NA,2020-10-04,2,1.86941467410875
"1007","US_PA_42035","PA","Clinton County",38830,42035,41.24,-77.64,2326,NA,2020-10-04,2,1.22255768015362
"1008","US_PA_42097","PA","Northumberland County",91721,42097,40.85,-76.71,1236,NA,2020-10-04,2,1.87045031028237
"1009","US_SC_45071","SC","Newberry County",38381,45071,34.29,-81.6,1676,NA,2020-10-04,2,1.35984227160348
"1010","US_TN_47107","TN","McMinn County",52931,47107,35.42,-84.62,1119,NA,2020-10-04,2,1.67488001245781
"1011","US_TN_47167","TN","Tipton County",61305,47167,35.49,-89.76,1230,NA,2020-10-04,2,1.69759078532788
"1012","US_TX_48217","TX","Hill County",35703,48217,31.99,-97.13,2553,NA,2020-10-04,2,1.14565389510922
